playerId,bot,readyAt,timeoutStartedAt,timeoutWaitCount,exitStepsDone,exitAt,exitStatus,exitReason,retiredAt,retiredReason,createdAt,name,avatar,nameColor,bonus,clicked,timeClick,imageOrder,scoreIncrement,clickLength,rawScore,exitTimeoutId,exited
NuweWtpWaMQZkxLkb,NA,NA,NA,NA,NA,2021-07-20T16:51:33Z,cancelled,adminCancelled,NA,NA,2021-07-20T16:47:26Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kq9vcpqmQwbkFB4sX,NA,2021-07-20T16:57:59Z,2021-07-20T16:57:59Z,1,ExitSurvey,2021-07-20T17:26:05Z,finished,NA,NA,NA,2021-07-20T16:53:00Z,Repi,/avatars/jdenticon/Samuel,#8138A8,5.973333333333336,red_7,15645,"red_5,red_12,red_2,red_11,red_10,red_7",0.14400000000000002,3,9,NA,NA
XR254nXRjwrveus4M,NA,2021-07-20T17:00:48Z,2021-07-20T17:00:48Z,1,ExitSurvey,2021-07-20T17:39:10Z,finished,NA,NA,NA,2021-07-20T16:53:03Z,Minu,/avatars/jdenticon/Alaina,#7ACC66,6.8320000000000025,white_2,37179,"white_11,white_12,white_2,white_1,white_7,white_4",0.13333333333333336,3,8.333333333333334,NA,NA
Xzwn3GeDhaYChyk6X,NA,2021-07-20T17:02:41Z,2021-07-20T17:02:41Z,1,ExitSurvey,2021-07-20T17:17:11Z,finished,NA,NA,NA,2021-07-20T16:53:09Z,Minu,/avatars/jdenticon/Alaina,#7ACC66,5.690666666666668,purple_7,7899,"purple_9,purple_1,purple_7,purple_5,purple_4,purple_11",0.08533333333333333,3,5.333333333333333,NA,NA
mQ4j9jv3oBQW9zdxE,NA,2021-07-20T16:58:34Z,2021-07-20T16:58:34Z,1,ExitSurvey,2021-07-20T17:26:05Z,finished,NA,NA,NA,2021-07-20T16:53:09Z,Minu,/avatars/jdenticon/Alaina,#7ACC66,5.973333333333336,red_2,6199,"red_12,red_2,red_11,red_7,red_10,red_5",0.14400000000000002,3,9,NA,NA
do6cSnx2h7oyYTyqw,NA,NA,NA,NA,NA,2021-07-20T17:55:42Z,cancelled,adminCancelled,NA,NA,2021-07-20T16:53:16Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pgdSEje8fK2EhyEAF,NA,2021-07-20T16:57:35Z,2021-07-20T16:57:35Z,1,ExitSurvey,2021-07-20T17:26:05Z,finished,NA,NA,NA,2021-07-20T16:53:18Z,Laju,/avatars/jdenticon/Katherine,#3D45B7,5.973333333333336,red_12,14919,"red_12,red_2,red_10,red_11,red_7,red_5",0.14400000000000002,3,9,NA,NA
DhC6RscrdSqABgf5k,NA,2021-07-20T17:21:31Z,2021-07-20T17:21:31Z,1,NA,2021-07-20T17:31:31Z,playerLobbyTimedOut,NA,2021-07-20T17:44:07Z,custom,2021-07-20T16:53:21Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nzCnCnx4W9EDKLyEy,NA,2021-07-20T16:58:50Z,2021-07-20T16:58:50Z,1,ExitSurvey,2021-07-20T17:39:10Z,finished,NA,NA,NA,2021-07-20T16:53:26Z,Laju,/avatars/jdenticon/Katherine,#3D45B7,6.8320000000000025,white_11,53163,"white_11,white_12,white_7,white_2,white_4,white_1",0.13333333333333336,3,8.333333333333334,NA,NA
HatzPcAxQZHJgfvTp,NA,2021-07-20T17:06:15Z,2021-07-20T17:06:15Z,1,ExitSurvey,2021-07-20T18:21:48Z,finished,NA,NA,NA,2021-07-20T16:53:45Z,Minu,/avatars/jdenticon/Alaina,#7ACC66,6.773333333333335,purple_5,73077,"purple_4,purple_6,purple_5,purple_7,purple_11,purple_8",0.13333333333333336,3,8.333333333333334,NA,NA
KqEvn4gzXocmfiiFY,NA,2021-07-20T17:06:49Z,2021-07-20T17:06:49Z,1,NA,2021-07-20T17:16:50Z,playerLobbyTimedOut,NA,2021-07-20T17:44:06Z,custom,2021-07-20T16:53:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HattoicCD8RpvNp3x,NA,2021-07-20T17:02:11Z,2021-07-20T17:02:11Z,1,ExitSurvey,2021-07-20T17:17:11Z,finished,NA,NA,NA,2021-07-20T16:53:54Z,Repi,/avatars/jdenticon/Samuel,#8138A8,5.690666666666668,purple_4,1656,"purple_1,purple_11,purple_5,purple_4,purple_9,purple_7",0.08533333333333333,3,5.333333333333333,NA,NA
5tF4pbeZsgwoLyBXN,NA,2021-07-20T17:05:32Z,2021-07-20T17:05:32Z,1,ExitSurvey,2021-07-20T18:21:48Z,finished,NA,NA,NA,2021-07-20T16:54:28Z,Repi,/avatars/jdenticon/Samuel,#8138A8,6.773333333333335,purple_7,83664,"purple_5,purple_4,purple_11,purple_8,purple_6,purple_7",0.13333333333333336,3,8.333333333333334,NA,NA
WpuqGRTsiQfcFJHK9,NA,2021-07-20T16:58:49Z,2021-07-20T16:58:49Z,1,ExitSurvey,2021-07-20T17:39:10Z,finished,NA,NA,NA,2021-07-20T16:54:34Z,Repi,/avatars/jdenticon/Samuel,#8138A8,6.8320000000000025,white_7,40287,"white_4,white_11,white_7,white_12,white_1,white_2",0.13333333333333336,3,8.333333333333334,NA,NA
Z4uGdog32wDhkwPjw,NA,2021-07-20T17:01:38Z,2021-07-20T17:01:38Z,1,ExitSurvey,2021-07-20T17:17:11Z,finished,NA,NA,NA,2021-07-20T16:54:43Z,Laju,/avatars/jdenticon/Katherine,#3D45B7,5.690666666666668,purple_5,5886,"purple_9,purple_7,purple_1,purple_11,purple_4,purple_5",0.08533333333333333,3,5.333333333333333,NA,NA
ZxbL2ksdEpEH3Rh8J,NA,2021-07-20T17:03:34Z,2021-07-20T17:03:34Z,1,ExitSurvey,2021-07-20T18:21:48Z,finished,NA,NA,NA,2021-07-20T16:58:00Z,Laju,/avatars/jdenticon/Katherine,#3D45B7,6.773333333333335,purple_4,69411,"purple_8,purple_6,purple_5,purple_11,purple_7,purple_4",0.13333333333333336,3,8.333333333333334,NA,NA
8mmT8uxngnsEtBwLW,NA,2021-07-20T17:29:12Z,2021-07-20T17:29:12Z,1,NA,2021-07-20T17:39:13Z,playerLobbyTimedOut,NA,2021-07-20T17:44:00Z,custom,2021-07-20T17:16:32Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LJFr2DF8KghNenpQS,NA,NA,NA,NA,NA,2021-07-20T17:55:42Z,gameFull,NA,NA,NA,2021-07-20T17:23:26Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6LmyLDPtYLvfHqyKW,NA,2021-07-20T17:36:04Z,2021-07-20T17:36:04Z,1,NA,2021-07-20T17:46:05Z,playerLobbyTimedOut,NA,2021-07-20T17:46:33Z,custom,2021-07-20T17:26:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CqGNYgwtJZcCtsyvF,NA,2021-07-20T17:54:14Z,2021-07-20T17:54:14Z,1,ExitSurvey,2021-07-20T18:25:58Z,finished,NA,NA,NA,2021-07-20T17:44:20Z,Repi,/avatars/jdenticon/Samuel,#8138A8,6.533333333333336,yellow_8,10152,"yellow_9,yellow_4,yellow_7,yellow_8,yellow_10,yellow_3",0.16,3,10,NA,NA
PbkFBSjSacP6FbmxN,NA,2021-07-20T17:50:20Z,2021-07-20T17:50:20Z,1,ExitSurvey,2021-07-20T18:25:58Z,finished,NA,NA,NA,2021-07-20T17:44:43Z,Laju,/avatars/jdenticon/Katherine,#3D45B7,6.533333333333336,yellow_7,149341,"yellow_10,yellow_3,yellow_7,yellow_4,yellow_9,yellow_8",0.16,3,10,NA,NA
bepzbWYXsiZpMapq8,NA,NA,NA,NA,NA,2021-07-20T17:55:42Z,gameFull,NA,NA,NA,2021-07-20T17:44:54Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dj6hRMp5EBbw6J3hS,NA,2021-07-20T17:51:16Z,2021-07-20T17:51:16Z,1,ExitSurvey,2021-07-20T18:25:58Z,finished,NA,NA,NA,2021-07-20T17:49:25Z,Minu,/avatars/jdenticon/Alaina,#7ACC66,6.533333333333336,yellow_3,185796,"yellow_7,yellow_8,yellow_10,yellow_3,yellow_9,yellow_4",0.16,3,10,NA,NA
PKJyLYkaSMK3PpSwF,NA,2021-07-22T04:07:16Z,2021-07-22T04:07:16Z,1,NA,2021-07-22T04:11:46Z,gameFull,NA,NA,NA,2021-07-22T04:06:43Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ag35YjbFLzjjeMaDC,NA,2021-07-22T15:21:41Z,2021-07-22T15:21:41Z,1,ExitSurvey,2021-07-22T15:47:10Z,finished,NA,NA,NA,2021-07-22T15:16:49Z,Minu,/avatars/jdenticon/Alaina,#7ACC66,6.288000000000001,yellow_11,1150,"yellow_11,yellow_6,yellow_5,yellow_1,yellow_8,yellow_2",0.11733333333333335,3,7.333333333333333,NA,NA
GzEbt9NLtAL4BCgCb,NA,2021-07-22T15:23:15Z,2021-07-22T15:23:15Z,1,ExitSurvey,2021-07-22T15:44:17Z,finished,NA,NA,NA,2021-07-22T15:16:56Z,Laju,/avatars/jdenticon/Katherine,#3D45B7,5.306666666666668,white_6,3045,"white_4,white_8,white_6,white_12,white_2,white_7",0.10133333333333333,3,6.333333333333333,NA,NA
L4HnBuSDtPL7T2YvM,NA,2021-07-22T15:26:37Z,2021-07-22T15:26:37Z,1,"Sorry,ExitSurvey",2021-07-22T16:05:49Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,NA,NA,2021-07-22T15:16:59Z,Minu,/avatars/jdenticon/Alaina,#7ACC66,5.1093333333333355,false,NA,"yellow_4,yellow_2,yellow_10,yellow_8,yellow_3,yellow_6",0.14400000000000002,3,9,22293,TRUE
updnHGdXfBnCtjukm,NA,2021-07-22T15:25:05Z,2021-07-22T15:25:05Z,1,ExitSurvey,2021-07-22T15:52:55Z,finished,NA,NA,NA,2021-07-22T15:17:03Z,Laju,/avatars/jdenticon/Katherine,#3D45B7,5.941333333333335,red_9,8066,"red_10,red_1,red_9,red_5,red_12,red_11",0.08533333333333333,2,5.333333333333333,NA,NA
Mpsnxq4kf74TRd9my,NA,2021-07-22T15:32:11Z,2021-07-22T15:32:11Z,1,ExitSurvey,2021-07-22T16:52:37Z,finished,NA,NA,NA,2021-07-22T15:17:05Z,Laju,/avatars/jdenticon/Katherine,#3D45B7,7.333333333333337,yellow_4,74361,"yellow_7,yellow_10,yellow_12,yellow_4,yellow_6,yellow_9",0.17600000000000002,3,11,NA,NA
CxfuY7FDfH2KAxosf,NA,2021-07-22T15:21:15Z,2021-07-22T15:21:15Z,1,ExitSurvey,2021-07-22T16:18:41Z,finished,NA,NA,NA,2021-07-22T15:17:17Z,Repi,/avatars/jdenticon/Samuel,#8138A8,6.981333333333335,white_9,15634,"white_9,white_2,white_4,white_10,white_7,white_11",0.14400000000000002,3,9,NA,NA
pMqfDBZrz667nSgEb,NA,2021-07-22T15:20:55Z,2021-07-22T15:20:55Z,1,ExitSurvey,2021-07-22T16:18:41Z,finished,NA,NA,NA,2021-07-22T15:17:18Z,Minu,/avatars/jdenticon/Alaina,#7ACC66,6.981333333333335,white_7,28048,"white_9,white_11,white_4,white_7,white_10,white_2",0.14400000000000002,3,9,NA,NA
BFyArttr4GJKvgh3o,NA,2021-07-22T15:24:23Z,2021-07-22T15:24:23Z,1,ExitSurvey,2021-07-22T15:44:17Z,finished,NA,NA,NA,2021-07-22T15:17:18Z,Minu,/avatars/jdenticon/Alaina,#7ACC66,5.306666666666668,white_12,3470,"white_6,white_8,white_4,white_7,white_2,white_12",0.10133333333333333,3,6.333333333333333,NA,NA
6QtEPWxTAWAefyGPr,NA,2021-07-22T15:23:03Z,2021-07-22T15:23:03Z,1,ExitSurvey,2021-07-22T15:44:17Z,finished,NA,NA,NA,2021-07-22T15:17:30Z,Repi,/avatars/jdenticon/Samuel,#8138A8,5.306666666666668,white_7,3690,"white_6,white_7,white_2,white_4,white_12,white_8",0.10133333333333333,3,6.333333333333333,NA,NA
v7Xv8C5mTXgfX3cff,NA,2021-07-22T15:21:37Z,2021-07-22T15:21:37Z,1,ExitSurvey,2021-07-22T16:18:41Z,finished,NA,NA,NA,2021-07-22T15:17:48Z,Laju,/avatars/jdenticon/Katherine,#3D45B7,6.981333333333335,white_10,54806,"white_9,white_10,white_2,white_4,white_11,white_7",0.14400000000000002,3,9,NA,NA
ZpkXJ5xZrx3MnJgaT,NA,2021-07-22T15:25:29Z,2021-07-22T15:25:29Z,1,ExitSurvey,2021-07-22T15:52:55Z,finished,NA,NA,NA,2021-07-22T15:17:54Z,Repi,/avatars/jdenticon/Samuel,#8138A8,5.941333333333335,red_12,17553,"red_5,red_9,red_11,red_10,red_12,red_1",0.08533333333333333,2,5.333333333333333,NA,NA
2M3RkHGLhzqYCwzcx,NA,2021-07-22T15:22:47Z,2021-07-22T15:22:47Z,1,ExitSurvey,2021-07-22T15:47:10Z,finished,NA,NA,NA,2021-07-22T15:18:06Z,Repi,/avatars/jdenticon/Samuel,#8138A8,6.288000000000001,yellow_1,10479,"yellow_2,yellow_8,yellow_1,yellow_5,yellow_6,yellow_11",0.11733333333333335,3,7.333333333333333,NA,NA
ruzsZu2ZMpSN7o2Gr,NA,2021-07-22T15:22:33Z,2021-07-22T15:22:33Z,1,ExitSurvey,2021-07-22T15:47:10Z,finished,NA,NA,NA,2021-07-22T15:18:11Z,Laju,/avatars/jdenticon/Katherine,#3D45B7,6.288000000000001,yellow_5,5333,"yellow_6,yellow_2,yellow_11,yellow_8,yellow_1,yellow_5",0.11733333333333335,3,7.333333333333333,NA,NA
sLMT6CD6TuLpKJDnN,NA,2021-07-22T15:26:04Z,2021-07-22T15:26:04Z,1,ExitSurvey,2021-07-22T15:52:55Z,finished,NA,NA,NA,2021-07-22T15:18:37Z,Minu,/avatars/jdenticon/Alaina,#7ACC66,5.941333333333335,red_9,14458,"red_12,red_11,red_5,red_1,red_10,red_9",0.08533333333333333,2,5.333333333333333,NA,NA
TRs7RFkh8D4Rya7jq,NA,2021-07-22T15:29:25Z,2021-07-22T15:29:25Z,1,"Sorry,ExitSurvey",2021-07-22T16:05:49Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,NA,NA,2021-07-22T15:19:44Z,Laju,/avatars/jdenticon/Katherine,#3D45B7,5.1093333333333355,yellow_3,15218,"yellow_2,yellow_10,yellow_8,yellow_4,yellow_3,yellow_6",0.14400000000000002,3,9,32211,TRUE
khMNv3Twj5vCq5jRv,NA,2021-07-22T15:39:12Z,2021-07-22T15:39:12Z,1,ExitSurvey,2021-07-22T16:22:51Z,finished,NA,NA,NA,2021-07-22T15:27:39Z,Laju,/avatars/jdenticon/Katherine,#3D45B7,6.640000000000003,yellow_7,42728,"yellow_1,yellow_2,yellow_6,yellow_11,yellow_12,yellow_7",0.11733333333333335,3,7.333333333333333,NA,NA
FchaChiJygjyt5ZWS,NA,2021-07-22T15:30:57Z,2021-07-22T15:30:57Z,1,"Sorry,ExitSurvey",2021-07-22T16:05:49Z,custom,It looks like one of your partners disconnected before you could finish the experiment!,NA,NA,2021-07-22T15:27:39Z,Repi,/avatars/jdenticon/Samuel,#8138A8,5.1093333333333355,yellow_6,12275,"yellow_4,yellow_6,yellow_10,yellow_3,yellow_8,yellow_2",0.14400000000000002,3,9,28943,TRUE
3rfqKE6gjyF6MzZ83,NA,2021-07-22T15:31:03Z,2021-07-22T15:31:03Z,1,ExitSurvey,2021-07-22T16:52:37Z,finished,NA,NA,NA,2021-07-22T15:27:39Z,Repi,/avatars/jdenticon/Samuel,#8138A8,7.333333333333337,yellow_10,304133,"yellow_4,yellow_6,yellow_10,yellow_7,yellow_12,yellow_9",0.17600000000000002,3,11,NA,NA
hHLJCRhzLCPM38p8b,NA,2021-07-22T15:36:17Z,2021-07-22T15:36:17Z,1,ExitSurvey,2021-07-22T16:22:51Z,finished,NA,NA,NA,2021-07-22T15:27:49Z,Minu,/avatars/jdenticon/Alaina,#7ACC66,6.640000000000003,yellow_2,3711,"yellow_7,yellow_1,yellow_11,yellow_2,yellow_12,yellow_6",0.11733333333333335,3,7.333333333333333,NA,NA
BKxsQYgSq3uLfavN9,NA,2021-07-22T15:33:46Z,2021-07-22T15:33:46Z,1,ExitSurvey,2021-07-22T16:52:37Z,finished,NA,NA,NA,2021-07-22T15:28:04Z,Minu,/avatars/jdenticon/Alaina,#7ACC66,7.333333333333337,yellow_7,58405,"yellow_6,yellow_9,yellow_12,yellow_7,yellow_4,yellow_10",0.17600000000000002,3,11,NA,NA
MYxmzahWm3ZnfCohg,NA,2021-07-22T15:34:31Z,2021-07-22T15:34:31Z,1,ExitSurvey,2021-07-22T16:02:20Z,finished,NA,NA,NA,2021-07-22T15:28:13Z,Repi,/avatars/jdenticon/Samuel,#8138A8,6.064000000000003,white_6,16617,"white_1,white_11,white_8,white_10,white_7,white_6",0.128,3,8,NA,NA
bxmN263SdE2fxjd9k,NA,2021-07-22T15:35:49Z,2021-07-22T15:35:49Z,1,ExitSurvey,2021-07-22T16:22:51Z,finished,NA,NA,NA,2021-07-22T15:28:27Z,Repi,/avatars/jdenticon/Samuel,#8138A8,6.640000000000003,yellow_12,25202,"yellow_6,yellow_1,yellow_12,yellow_2,yellow_11,yellow_7",0.11733333333333335,3,7.333333333333333,NA,NA
ySbhtawG8GTDfP3mC,NA,2021-07-22T15:41:36Z,2021-07-22T15:41:36Z,1,ExitSurvey,2021-07-22T15:58:00Z,finished,NA,NA,NA,2021-07-22T15:28:47Z,Minu,/avatars/jdenticon/Alaina,#7ACC66,5.8720000000000026,white_4,1285,"white_4,white_1,white_7,white_8,white_3,white_11",0.1386666666666667,3,8.666666666666666,NA,NA
hFge42phhP82shho6,NA,2021-07-22T15:34:50Z,2021-07-22T15:34:50Z,1,ExitSurvey,2021-07-22T16:02:20Z,finished,NA,NA,NA,2021-07-22T15:29:17Z,Minu,/avatars/jdenticon/Alaina,#7ACC66,6.064000000000003,white_1,6159,"white_8,white_10,white_7,white_6,white_11,white_1",0.128,3,8,NA,NA
yzohYrPBuHByxFd85,NA,2021-07-22T15:34:26Z,2021-07-22T15:34:26Z,1,ExitSurvey,2021-07-22T16:02:20Z,finished,NA,NA,NA,2021-07-22T15:29:18Z,Laju,/avatars/jdenticon/Katherine,#3D45B7,6.064000000000003,white_7,14820,"white_11,white_7,white_6,white_10,white_8,white_1",0.128,3,8,NA,NA
Bg5ufF3tt4wjTP5kp,NA,2021-07-22T15:40:20Z,2021-07-22T15:40:20Z,1,ExitSurvey,2021-07-22T16:04:22Z,finished,NA,NA,NA,2021-07-22T15:29:45Z,Minu,/avatars/jdenticon/Alaina,#7ACC66,5.194666666666668,purple_10,2781,"purple_2,purple_10,purple_3,purple_6,purple_4,purple_1",0.10666666666666669,2,6.666666666666667,NA,NA
zy3Ff7JGAMYF9Xuir,NA,2021-07-22T15:43:00Z,2021-07-22T15:43:00Z,1,ExitSurvey,2021-07-22T15:58:00Z,finished,NA,NA,NA,2021-07-22T15:30:06Z,Laju,/avatars/jdenticon/Katherine,#3D45B7,5.8720000000000026,white_11,1309,"white_1,white_7,white_11,white_8,white_4,white_3",0.1386666666666667,3,8.666666666666666,NA,NA
BJ4vFH9HnQMDT9X56,NA,2021-07-22T15:40:23Z,2021-07-22T15:40:23Z,1,ExitSurvey,2021-07-22T16:04:22Z,finished,NA,NA,NA,2021-07-22T15:30:40Z,Repi,/avatars/jdenticon/Samuel,#8138A8,5.194666666666668,purple_6,2438,"purple_10,purple_1,purple_2,purple_6,purple_4,purple_3",0.10666666666666669,2,6.666666666666667,NA,NA
DuEsLmAAxjMzbFab3,NA,2021-07-22T15:40:46Z,2021-07-22T15:40:46Z,1,ExitSurvey,2021-07-22T16:04:22Z,finished,NA,NA,NA,2021-07-22T15:32:04Z,Laju,/avatars/jdenticon/Katherine,#3D45B7,5.194666666666668,purple_6,462,"purple_10,purple_1,purple_2,purple_6,purple_4,purple_3",0.10666666666666669,2,6.666666666666667,NA,NA
498JrAC3EwBN3xyRt,NA,2021-07-22T15:50:26Z,2021-07-22T15:50:26Z,1,ExitSurvey,2021-07-22T15:58:00Z,finished,NA,NA,NA,2021-07-22T15:41:14Z,Repi,/avatars/jdenticon/Samuel,#8138A8,5.8720000000000026,white_7,39773,"white_4,white_3,white_11,white_7,white_8,white_1",0.1386666666666667,3,8.666666666666666,NA,NA
r948jbBrqE2JzHjrY,NA,2021-07-22T16:03:11Z,2021-07-22T16:03:11Z,1,ExitSurvey,2021-07-22T16:55:28Z,finished,NA,NA,NA,2021-07-22T15:46:57Z,Minu,/avatars/jdenticon/Alaina,#7ACC66,6.2133333333333365,purple_5,4820,"purple_3,purple_4,purple_6,purple_5,purple_2,purple_7",0.10133333333333333,2,6.333333333333333,NA,NA
HPa6o9xFQYsuJD8dd,NA,2021-07-22T15:54:56Z,2021-07-22T15:54:56Z,1,ExitSurvey,2021-07-22T16:20:55Z,finished,NA,NA,NA,2021-07-22T15:47:09Z,Repi,/avatars/jdenticon/Samuel,#8138A8,5.882666666666669,white_5,7709,"white_6,white_1,white_9,white_5,white_4,white_8",0.10666666666666669,2,6.666666666666667,NA,NA
FKgu79GBX6nemkaR3,NA,2021-07-22T16:01:14Z,2021-07-22T16:01:14Z,1,ExitSurvey,2021-07-22T16:37:57Z,finished,NA,NA,NA,2021-07-22T15:47:11Z,Minu,/avatars/jdenticon/Alaina,#7ACC66,6.314666666666668,purple_10,2355,"purple_7,purple_12,purple_6,purple_9,purple_10,purple_2",0.16,3,10,NA,NA
